,location,total_sqft,bath,price,bhk
5610,Kundalahalli,1724.0,3.0,125.0,3
5611,Whitefield,1216.0,2.0,67.0,2
5612,Yelahanka,654.0,1.0,36.25,1
5613,Other,1190.0,2.0,41.0,2
5614,Budigere,1636.0,3.0,92.0,3
5615,Hennur Road,1195.0,2.0,73.0,2
5616,Other,1250.0,2.0,67.0,2
5617,Whitefield,1452.0,3.0,90.0,3
5618,Thanisandra,1546.0,3.0,95.0,3
5619,Other,2700.0,3.0,90.0,4
5620,JP Nagar,3000.0,3.0,150.0,4
5621,Other,375.0,1.0,26.0,1
5622,Balagere,1007.0,2.0,66.0,2
5623,Hennur Road,1020.0,2.0,47.0,2
5624,Marathahalli,1125.0,2.0,55.0,2
5625,Other,909.0,2.0,43.0,3
5626,Other,1400.0,2.0,85.0,2
5627,Kadugodi,1152.0,2.0,61.0,2
5628,Subramanyapura,958.0,2.0,34.49,2
5629,Whitefield,1150.0,2.0,55.0,2
5630,Bellandur,1310.0,2.0,85.0,2
5631,Hosur Road,1590.0,2.0,126.0,3
5632,Green Glen Layout,1645.0,3.0,110.0,3
5633,Other,1800.0,2.0,100.0,3
5634,8th Phase JP Nagar,1100.0,2.0,35.0,2
5635,Thanisandra,1087.0,1.0,38.535,1
5636,Other,925.0,2.0,70.0,2
5637,Basavangudi,1542.14,3.0,120.0,3
5638,Thanisandra,1430.0,2.0,54.0,3
5639,Bommanahalli,1020.0,2.0,55.0,2
5640,Electronic City Phase II,1140.0,2.0,32.92,2
5641,Anekal,967.0,2.0,45.0,3
5642,Other,850.0,1.0,35.5,2
5643,Other,1100.0,2.0,32.0,2
5644,Thanisandra,1697.0,3.0,110.0,3
5645,Varthur,1250.0,2.0,47.0,2
5646,Gottigere,1120.0,2.0,50.0,2
5647,NRI Layout,1200.0,4.0,95.0,4
5648,Hebbal,1200.0,2.0,52.0,2
5649,7th Phase JP Nagar,1100.0,2.0,44.0,2
5650,Devarachikkanahalli,1417.0,2.0,76.0,3
5651,Thanisandra,1492.0,3.0,88.0,3
5652,Devanahalli,1498.0,3.0,79.15,3
5653,Kundalahalli,1010.0,2.0,48.27,2
5654,Hennur,1255.0,2.0,53.5,2
5655,Channasandra,1050.0,2.0,35.0,2
5656,Hegde Nagar,1847.0,3.0,125.0,3
5657,Other,1200.0,2.0,55.0,2
5658,Bellandur,982.0,2.0,37.28,2
5659,Kengeri,750.0,2.0,36.5,2
5660,Electronic City,919.0,2.0,35.0,2
5661,Budigere,1087.0,2.0,54.3,2
5662,Other,1480.0,3.0,74.0,3
5663,Tindlu,1180.0,2.0,52.0,2
5664,Jigani,1221.0,3.0,65.0,3
5665,Haralur Road,1194.0,2.0,46.0,2
5666,Thanisandra,2072.0,3.0,122.0,3
5667,Whitefield,1600.0,3.0,69.0,3
5668,Sahakara Nagar,2200.0,3.0,98.0,3
5669,Kaikondrahalli,1253.0,2.0,81.5,2
5670,Hennur Road,1061.0,2.0,54.92,2
5671,Marathahalli,1950.0,3.0,115.0,3
5672,Marathahalli,1250.0,2.0,68.0,2
5673,Hennur Road,1585.0,2.0,80.0,3
5674,Kanakpura Road,1452.0,3.0,60.98,3
5675,Kammasandra,1015.0,2.0,37.0,2
5676,Marathahalli,1125.0,2.0,56.8,2
5677,Electronic City Phase II,1116.0,2.0,40.0,2
5678,Old Madras Road,1300.0,2.0,100.0,2
5679,Raja Rajeshwari Nagar,1419.0,2.0,60.42,2
5680,Other,1310.0,2.0,55.0,3
5681,Kaggadasapura,1240.0,2.0,58.58,2
5682,Chamrajpet,1565.0,3.0,98.91,3
5683,Budigere,1820.0,3.0,89.0,3
5684,Gubbalala,2500.0,3.0,88.0,3
5685,Hosa Road,1245.0,2.0,62.0,2
5686,GM Palaya,1315.0,3.0,65.0,3
5687,Kenchenahalli,1410.0,2.0,73.0,3
5688,Dasarahalli,1375.0,2.0,60.0,2
5689,Old Madras Road,1299.0,2.0,95.0,2
5690,Other,993.0,2.0,45.5,2
5691,Hebbal,1255.0,2.0,95.0,3
5692,Hoodi,1655.0,3.0,131.0,3
5693,Other,6000.0,1.0,276.0,1
5694,Begur Road,1634.0,3.0,111.0,3
5695,Banaswadi,1222.0,2.0,80.0,2
5696,Gottigere,1500.0,3.0,63.0,3
5697,Hulimavu,850.0,1.0,39.5,2
5698,Whitefield,1295.0,2.0,78.5,2
5699,Sarjapur  Road,1320.0,2.0,100.0,2
5700,2nd Stage Nagarbhavi,3000.0,3.0,170.0,4
5701,Harlur,1197.0,2.0,82.0,2
5702,Other,1320.0,2.0,60.0,3
5703,Whitefield,840.0,1.0,57.6,1
5704,Raja Rajeshwari Nagar,1693.0,3.0,71.38,3
5705,Kodihalli,1000.0,2.0,62.0,2
5706,Babusapalaya,1305.0,2.0,70.0,2
5707,Kodichikkanahalli,450.0,1.0,18.0,1
5708,Tumkur Road,4800.0,5.0,150.0,5
5709,Whitefield,1991.0,3.0,104.0,3
5710,Battarahalli,1779.0,3.0,90.0,3
5711,Banaswadi,870.0,2.0,38.0,2
5712,Thanisandra,1595.0,3.0,120.0,3
5713,Kanakpura Road,525.0,1.0,26.0,1
5714,Yelahanka,1614.0,3.0,93.0,3
5715,Gottigere,1200.0,2.0,40.0,2
5716,Electronic City Phase II,1150.0,3.0,46.0,3
5717,Sonnenahalli,1610.0,3.0,80.48,3
5718,Whitefield,1190.0,2.0,41.0,2
5719,Other,1050.0,2.0,50.0,2
5720,7th Phase JP Nagar,1460.0,2.0,97.0,3
5721,Other,600.0,1.0,33.0,1
5722,Other,1569.0,3.0,70.0,3
5723,Other,2600.0,3.0,147.0,3
5724,Electronics City Phase 1,645.0,1.0,42.5,1
5725,Marathahalli,1350.0,2.0,90.0,2
5726,Other,1410.0,2.0,45.12,3
5727,Whitefield,1109.0,2.0,35.47,2
5728,Bannerghatta Road,1215.0,2.0,68.0,2
5729,Varthur Road,1255.0,2.0,52.76,2
5730,Other,1020.0,2.0,49.0,2
5731,Other,1225.0,2.0,82.0,3
5732,Singasandra,1120.0,2.0,60.0,2
5733,Kasavanhalli,1225.0,2.0,69.0,3
5734,ITPL,1200.0,3.0,56.12,3
5735,Bommasandra,1127.0,2.0,45.0,2
5736,Whitefield,1655.0,3.0,97.0,3
5737,Varthur,1200.0,3.0,68.38,3
5738,Kaggadasapura,1000.0,2.0,43.0,2
5739,CV Raman Nagar,1225.0,2.0,47.88,2
5740,Hormavu,1350.0,2.0,45.0,2
5741,Sahakara Nagar,1175.0,2.0,49.0,2
5742,Other,655.0,1.0,27.0,1
5743,Hosa Road,1311.0,2.0,84.86,3
5744,CV Raman Nagar,1000.0,2.0,38.5,2
5745,Kanakpura Road,1050.0,2.0,59.0,3
5746,Somasundara Palya,1275.0,2.0,52.0,3
5747,Other,927.0,2.0,50.0,2
5748,Varthur,1520.0,2.0,61.0,3
5749,Hebbal,1333.0,2.0,104.0,2
5750,Other,600.0,1.0,18.0,1
5751,Sarjapur  Road,2582.5,2.0,85.125,3
5752,Koramangala,1100.0,2.0,85.0,2
5753,Haralur Road,1650.0,3.0,100.0,3
5754,Kasavanhalli,1917.0,3.0,132.0,3
5755,Billekahalli,950.0,2.0,58.11,2
5756,Other,1175.0,2.0,48.72,2
5757,8th Phase JP Nagar,1089.0,2.0,43.55,2
5758,Hoodi,1257.0,2.0,68.5,2
5759,Sarjapur,650.0,1.0,19.87,1
5760,Other,2800.0,4.0,200.0,4
5761,Vidyaranyapura,945.0,2.0,40.0,2
5762,Koramangala,1161.0,2.0,63.85,2
5763,Banashankari Stage V,1630.0,3.0,51.35,3
5764,Jalahalli,1310.0,2.0,60.0,3
5765,Other,750.0,2.0,28.0,2
5766,Whitefield,1200.0,3.0,67.77,3
5767,Other,1000.0,2.0,45.0,2
5768,Old Madras Road,4000.0,4.0,225.0,4
5769,Nagavara,1315.0,2.0,70.0,2
5770,Sahakara Nagar,1370.0,2.0,90.0,3
5771,Electronic City,1128.0,2.0,64.0,2
5772,Padmanabhanagar,1250.0,2.0,70.0,3
5773,Hebbal,1645.0,3.0,117.0,3
5774,Horamavu Agara,1284.0,2.0,75.0,3
5775,Hebbal,2600.0,3.0,199.0,3
5776,Haralur Road,1580.0,3.0,73.0,3
5777,Akshaya Nagar,2650.0,3.0,125.0,3
5778,Bannerghatta Road,1215.0,2.0,68.0,2
5779,Uttarahalli,1075.0,2.0,40.0,2
5780,R.T. Nagar,1400.0,2.0,78.0,3
5781,Subramanyapura,1400.0,2.0,55.0,3
5782,Bisuvanahalli,845.0,2.0,30.0,2
5783,Panathur,1199.0,2.0,85.0,2
5784,Gunjur,1175.0,2.0,43.48,2
5785,Bellandur,1767.0,3.0,109.0,3
5786,Sarjapur  Road,1800.0,3.0,90.0,4
5787,Talaghattapura,1856.0,3.0,135.0,3
5788,Whitefield,1290.0,2.0,90.0,2
5789,Kasavanhalli,1375.0,2.0,78.0,2
5790,Other,985.0,2.0,57.0,2
5791,Singasandra,1099.0,2.0,37.5,2
5792,Marathahalli,1200.0,2.0,53.0,2
5793,Hulimavu,1000.0,2.0,45.0,2
5794,Electronic City,1159.0,2.0,38.0,3
5795,BTM Layout,1540.0,2.0,78.0,3
5796,Other,1503.0,2.0,93.0,3
5797,Uttarahalli,1580.0,3.0,60.0,3
5798,Mico Layout,1190.0,2.0,39.25,2
5799,Other,1200.0,2.0,61.0,2
5800,ITPL,1200.0,3.0,56.12,3
5801,Other,1500.0,2.0,52.0,3
5802,Thanisandra,1880.0,3.0,120.0,3
5803,Padmanabhanagar,1150.0,2.0,45.0,2
5804,Kasavanhalli,4408.0,4.0,344.0,4
5805,Bellandur,924.0,2.0,35.11,2
5806,Other,1765.0,3.0,77.27,3
5807,Bannerghatta Road,1894.0,3.0,115.0,3
5808,Other,1768.0,3.0,95.0,3
5809,Kothanur,1790.0,3.0,97.0,3
5810,Whitefield,1200.0,2.0,45.0,2
5811,Kengeri,2540.0,4.0,160.0,4
5812,Mahadevpura,1137.0,2.0,53.4,2
5813,Jakkur,4305.905,2.0,229.0,4
5814,Mysore Road,1568.0,2.0,100.0,3
5815,Devanahalli,7370.0,4.0,393.5,4
5816,AECS Layout,1308.0,2.0,60.0,2
5817,Bisuvanahalli,1200.0,2.0,41.0,3
5818,Other,800.0,1.0,32.0,1
5819,Subramanyapura,958.0,2.0,33.53,2
5820,Talaghattapura,2273.0,3.0,159.0,3
5821,Thanisandra,760.0,1.0,50.0,1
5822,Dommasandra,1090.0,2.0,43.5,2
5823,Sarjapur  Road,1550.0,2.0,89.0,3
5824,Ramagondanahalli,1251.0,2.0,50.0,2
5825,Electronic City,1070.0,2.0,53.0,2
5826,Kalena Agrahara,1200.0,2.0,45.0,2
5827,CV Raman Nagar,1435.0,2.0,60.0,3
5828,Bommasandra,1400.0,2.0,45.0,3
5829,Judicial Layout,2330.0,3.0,94.71,4
5830,Thanisandra,1200.0,2.0,60.0,2
5831,Panathur,1000.0,2.0,40.0,2
5832,Bannerghatta Road,1655.0,2.0,62.89,3
5833,Other,600.0,1.0,35.0,1
5834,Electronics City Phase 1,1175.0,2.0,50.0,2
5835,Uttarahalli,1155.0,2.0,40.43,2
5836,Budigere,1149.0,2.0,65.0,2
5837,Jakkur,2550.0,2.0,98.485,3
5838,Other,1010.0,2.0,55.0,2
5839,Hegde Nagar,1718.0,3.0,119.0,3
5840,Other,650.0,1.0,20.0,2
5841,Banashankari,1330.0,2.0,77.0,2
5842,Hormavu,1200.0,2.0,68.0,2
5843,Bannerghatta Road,1693.0,3.0,89.0,3
5844,Margondanahalli,900.0,2.0,55.0,2
5845,NGR Layout,1020.0,2.0,46.0,2
5846,Amruthahalli,1700.0,3.0,77.0,3
5847,Panathur,661.0,1.0,40.0,1
5848,Bannerghatta Road,1280.0,2.0,60.16,2
5849,Hosur Road,1170.0,2.0,48.0,2
5850,Sarjapur  Road,1150.0,2.0,44.0,2
5851,Banjara Layout,1050.0,2.0,64.8,2
5852,Other,1080.0,2.0,37.8,2
5853,Harlur,1303.0,2.0,90.0,2
5854,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
5855,Nagarbhavi,2500.0,3.0,180.0,5
5856,Bommanahalli,1250.0,3.0,41.0,3
5857,Akshaya Nagar,1419.0,2.0,87.0,3
5858,Banashankari,1200.0,2.0,49.0,2
5859,7th Phase JP Nagar,1120.0,2.0,65.0,2
5860,Electronics City Phase 1,1140.0,1.0,45.4,1
5861,Electronics City Phase 1,1245.0,2.0,75.0,2
5862,Channasandra,1093.0,2.0,34.0,2
5863,Hebbal,1345.0,2.0,97.0,2
5864,Other,1500.0,2.0,45.0,2
5865,Vijayanagar,1180.0,2.0,86.0,2
5866,NGR Layout,1020.0,2.0,48.45,2
5867,Other,1800.0,3.0,85.0,3
5868,Kothannur,1240.0,2.0,39.85,3
5869,CV Raman Nagar,1020.0,2.0,55.0,2
5870,Other,2095.0,3.0,142.0,3
5871,Gunjur,1362.0,3.0,62.63,3
5872,Yelahanka,694.0,1.0,30.84,1
5873,Vittasandra,1404.0,2.0,70.0,2
5874,Electronic City Phase II,1192.0,2.0,47.0,3
5875,Vittasandra,1259.0,2.0,67.48,2
5876,Kengeri,1000.0,2.0,34.0,2
5877,Rachenahalli,985.0,2.0,49.97,2
5878,Indira Nagar,850.0,1.0,60.0,1
5879,Uttarahalli,1650.0,2.0,50.0,3
5880,Ambedkar Nagar,1367.0,2.0,86.0,2
5881,Rajaji Nagar,1210.0,2.0,81.0,3
5882,Other,1190.0,2.0,48.6,2
5883,Sarjapur,1175.0,2.0,42.0,2
5884,Whitefield,1140.0,2.0,40.0,2
5885,Hoskote,1095.0,2.0,33.6,2
5886,Gubbalala,1435.0,2.0,80.0,3
5887,Choodasandra,725.0,2.0,36.0,2
5888,Other,1600.0,2.0,88.0,3
5889,Nehru Nagar,1674.0,3.0,90.0,3
5890,Haralur Road,1243.0,2.0,46.0,2
5891,Kanakpura Road,1703.0,3.0,130.0,3
5892,Padmanabhanagar,1350.0,3.0,71.55,3
5893,Horamavu Agara,1145.0,2.0,41.21,2
5894,Whitefield,1216.0,2.0,75.0,2
5895,Kothanur,2700.0,4.0,175.0,4
5896,Raja Rajeshwari Nagar,1196.0,2.0,40.54,2
5897,Kanakpura Road,1600.0,3.0,90.0,3
5898,Banashankari Stage V,1510.0,3.0,47.57,3
5899,Haralur Road,1194.0,2.0,47.0,2
5900,Raja Rajeshwari Nagar,1630.0,3.0,60.65,3
5901,Hennur Road,1020.0,2.0,45.0,2
5902,Hosakerehalli,1410.0,2.0,53.58,3
5903,Sarjapur  Road,1691.0,3.0,113.0,3
5904,KR Puram,1200.0,4.0,83.0,4
5905,Banaswadi,1200.0,2.0,60.0,2
5906,Old Airport Road,1050.0,2.0,50.0,2
5907,Kathriguppe,1300.0,3.0,77.99,3
5908,Whitefield,1356.0,2.0,94.84,2
5909,Whitefield,1338.0,2.0,103.0,2
5910,Other,500.0,1.0,20.0,1
5911,Other,1280.0,2.0,100.0,3
5912,Raja Rajeshwari Nagar,1531.0,3.0,51.77,3
5913,Anekal,620.0,1.0,23.5,2
5914,8th Phase JP Nagar,1605.0,2.0,65.0,3
5915,Thanisandra,1917.0,3.0,110.0,3
5916,Sarjapur  Road,1400.0,3.0,55.0,3
5917,Thubarahalli,2625.0,3.0,175.0,3
5918,Sahakara Nagar,1100.0,2.0,55.0,2
5919,Hennur Road,2041.0,3.0,128.0,3
5920,Hebbal,1110.0,3.0,59.0,3
5921,Other,1650.0,3.0,110.0,3
5922,Ambedkar Nagar,3565.0,4.0,255.0,4
5923,Varthur Road,1033.0,2.0,30.47,3
5924,HSR Layout,1142.0,2.0,65.0,2
5925,Other,1500.0,2.0,75.0,3
5926,Electronic City Phase II,1502.0,3.0,50.0,3
5927,Other,1176.0,2.0,45.0,3
5928,Hosa Road,1063.0,2.0,32.8,2
5929,Kammanahalli,1100.0,2.0,60.0,2
5930,6th Phase JP Nagar,1216.0,2.0,60.0,2
5931,Other,1425.0,3.0,55.0,3
5932,Bellandur,3600.0,4.0,245.0,4
5933,Uttarahalli,1025.0,2.0,35.88,2
5934,Lakshminarayana Pura,3050.0,2.0,90.0,3
5935,Kadubeesanahalli,1424.0,2.0,75.0,3
5936,Other,1285.0,2.0,45.0,2
5937,Babusapalaya,1450.0,2.0,55.99,2
5938,Raja Rajeshwari Nagar,1160.0,2.0,70.0,2
5939,Other,2000.0,2.0,95.0,3
5940,Uttarahalli,1125.0,2.0,47.65,2
5941,Old Madras Road,3900.0,4.0,175.0,4
5942,Raja Rajeshwari Nagar,1133.0,2.0,38.37,2
5943,Arekere,1240.0,2.0,60.0,2
5944,Devanahalli,1466.0,3.0,77.59,3
5945,Ramagondanahalli,1610.0,2.0,115.0,3
5946,Sarjapur  Road,1220.0,3.0,56.0,3
5947,Kaggadasapura,1225.0,2.0,48.0,2
5948,Akshaya Nagar,1300.0,2.0,54.0,2
5949,Other,1320.0,2.0,55.0,3
5950,Sarjapur  Road,1435.0,3.0,90.0,3
5951,Rayasandra,1601.0,3.0,70.0,3
5952,Kadubeesanahalli,1257.0,2.0,93.0,2
5953,Kasavanhalli,1309.0,2.0,95.0,2
5954,Yeshwanthpur,1362.0,2.0,100.0,2
5955,Whitefield,1115.0,2.0,55.0,2
5956,Whitefield,1870.0,3.0,90.0,3
5957,Other,1322.0,2.0,61.99,2
5958,Other,1450.0,2.0,65.0,3
5959,Banashankari,1185.0,2.0,67.0,2
5960,7th Phase JP Nagar,1790.0,3.0,120.0,3
5961,Rachenahalli,1050.0,2.0,52.5,2
5962,Devanahalli,775.0,1.0,39.0,1
5963,Hoodi,1000.0,2.0,48.0,2
5964,Thanisandra,1183.0,2.0,77.25,2
5965,Other,425.0,1.0,15.0,1
5966,Other,820.0,2.0,30.0,2
5967,Hebbal,1200.0,2.0,52.0,2
5968,Ramagondanahalli,1151.0,2.0,43.6,2
5969,Hulimavu,1320.0,2.0,59.0,3
5970,Other,1450.0,3.0,68.0,3
5971,Poorna Pragna Layout,1270.0,2.0,50.79,3
5972,Hegde Nagar,1847.0,3.0,123.0,3
5973,Somasundara Palya,1650.0,3.0,95.0,3
5974,Electronic City,2400.0,2.0,78.0,3
5975,Begur Road,1160.0,2.0,44.0,2
5976,Haralur Road,2805.0,4.0,154.0,4
5977,Mysore Road,1360.0,3.0,47.6,3
5978,Brookefield,1089.0,2.0,49.0,2
5979,Yelahanka,1115.0,2.0,60.0,2
5980,Kudlu Gate,1215.0,2.0,45.0,2
5981,Sarjapur  Road,1194.0,2.0,51.0,2
5982,Kannamangala,1536.0,3.0,104.0,3
5983,Hennur,1255.0,2.0,55.5,2
5984,Electronic City,1571.0,3.0,83.0,3
5985,Other,900.0,1.0,70.0,2
5986,Budigere,664.0,1.0,35.4,1
5987,Devarachikkanahalli,1230.0,2.0,58.0,2
5988,Hegde Nagar,1340.0,2.0,72.0,2
5989,Sarjapur,1240.0,2.0,43.1,2
5990,Electronic City,1470.0,2.0,44.1,3
5991,7th Phase JP Nagar,1680.0,3.0,117.0,3
5992,Other,1000.0,2.0,35.0,2
5993,Gunjur,1071.0,2.0,51.0,2
5994,Sector 2 HSR Layout,1512.0,3.0,80.0,3
5995,Kalyan nagar,1190.0,2.0,60.0,2
5996,Pattandur Agrahara,1550.0,2.0,80.0,3
5997,Kanakpura Road,1283.0,2.0,63.22,2
5998,Mallasandra,1325.0,2.0,73.0,2
5999,Whitefield,1105.0,2.0,35.36,2
6000,Banaswadi,1600.0,3.0,74.5,3
6001,Kanakpura Road,1150.0,2.0,41.145,2
6002,Hennur,1100.0,2.0,44.55,2
6003,Talaghattapura,2099.0,3.0,147.0,3
6004,Yelachenahalli,1365.0,2.0,72.0,3
6005,Hosur Road,1250.0,2.0,55.0,2
6006,Chikkalasandra,1290.0,2.0,56.12,3
6007,Bellandur,1170.0,2.0,46.79,2
6008,Kanakpura Road,1328.0,2.0,91.06,2
6009,Hennur Road,1232.0,2.0,87.0,2
6010,1st Phase JP Nagar,1180.0,2.0,88.5,2
6011,Electronic City,1350.0,3.0,66.0,3
6012,Other,3602.0,4.0,280.0,4
6013,Nagasandra,2400.0,4.0,145.0,4
6014,Electronic City Phase II,1020.0,2.0,32.0,2
6015,Begur Road,1410.0,2.0,49.34,3
6016,Other,2159.0,3.0,120.0,3
6017,TC Palaya,1200.0,2.0,66.0,3
6018,Hennur,1255.0,2.0,57.5,2
6019,Whitefield,1074.0,2.0,42.79,2
6020,Other,1200.0,3.0,72.0,3
6021,Sarjapur,1170.0,2.0,35.41,3
6022,Tumkur Road,1026.5,1.0,31.315,1
6023,Bommanahalli,1660.0,2.0,100.0,3
6024,Other,510.0,1.0,34.0,1
6025,Mahadevpura,1601.0,3.0,95.0,3
6026,Begur Road,952.0,2.0,42.0,2
6027,Other,1166.0,2.0,65.0,2
6028,Electronic City Phase II,1900.0,3.0,97.0,4
6029,Haralur Road,1520.0,2.0,96.0,3
6030,Yelenahalli,1175.0,2.0,50.0,2
6031,Bharathi Nagar,1432.0,2.0,68.0,2
6032,Bommasandra Industrial Area,1005.0,2.0,39.77,2
6033,Rajiv Nagar,1309.0,2.0,80.0,2
6034,7th Phase JP Nagar,1050.0,2.0,77.0,2
6035,Kanakpura Road,1100.0,3.0,53.0,3
6036,Begur Road,1565.0,2.0,56.34,3
6037,Other,940.0,2.0,56.0,2
6038,Other,1015.0,2.0,40.1,2
6039,Electronic City,1652.0,3.0,110.0,3
6040,Whitefield,1100.0,2.0,52.0,2
6041,Rajiv Nagar,2340.0,4.0,145.0,4
6042,Kammanahalli,1200.0,1.0,81.0,2
6043,Other,1400.0,3.0,69.0,3
6044,Whitefield,1267.0,2.0,90.33,2
6045,Bhoganhalli,2439.0,4.0,185.0,4
6046,Other,1645.0,3.0,95.0,3
6047,Sahakara Nagar,1100.0,2.0,75.0,3
6048,Electronic City,1320.0,2.0,38.12,3
6049,Ananth Nagar,1000.0,2.0,29.7,2
6050,Kengeri Satellite Town,2480.0,2.0,160.0,2
6051,Kalyan nagar,1086.0,2.0,44.5,2
6052,Kengeri,416.0,1.0,18.0,1
6053,Hennur Road,1066.0,2.0,52.23,2
6054,OMBR Layout,1730.0,3.0,93.0,3
6055,Balagere,1205.0,2.0,63.86,2
6056,Subramanyapura,960.0,2.0,55.0,2
6057,Haralur Road,1510.0,3.0,83.05,3
6058,Other,1600.0,4.0,90.0,4
6059,Old Madras Road,2300.0,3.0,142.0,3
6060,Other,1000.0,2.0,63.0,2
6061,Poorna Pragna Layout,1160.0,2.0,46.39,2
6062,Hormavu,1553.0,2.0,58.23,3
6063,Seegehalli,1134.0,2.0,45.0,2
6064,Horamavu Agara,2400.0,3.0,80.0,5
6065,Whitefield,2400.0,4.0,143.0,4
6066,Other,1350.0,2.0,65.0,2
6067,Sarjapur,1032.0,2.0,42.0,2
6068,Other,1998.0,3.0,117.0,3
6069,Murugeshpalya,1225.0,2.0,48.0,2
6070,Sarjapur  Road,1262.0,2.0,67.0,2
6071,Badavala Nagar,1842.0,3.0,115.0,3
6072,Other,1300.0,2.0,60.0,2
6073,Kothannur,1070.0,2.0,38.6,2
6074,Other,950.0,2.0,33.0,2
6075,Balagere,1012.0,2.0,53.58,2
6076,TC Palaya,1000.0,2.0,70.0,2
6077,Kadugodi,1394.0,2.0,56.0,2
6078,Amruthahalli,1450.0,2.0,85.0,3
6079,Banaswadi,527.0,1.0,35.0,1
6080,Sarjapur  Road,1693.0,3.0,125.0,3
6081,Horamavu Agara,1000.0,2.0,46.0,2
6082,Kogilu,952.0,2.0,49.0,2
6083,Mysore Road,1410.0,2.0,64.0,3
6084,Hebbal Kempapura,1400.0,2.0,108.0,2
6085,Sarjapur  Road,1826.0,3.0,125.0,3
6086,Hosur Road,1689.0,3.0,103.0,3
6087,Bisuvanahalli,1075.0,2.0,31.0,3
6088,Hennur,960.0,2.0,48.0,2
6089,Channasandra,808.0,2.0,40.0,2
6090,Kodichikkanahalli,907.0,2.0,38.5,2
6091,Uttarahalli,1300.0,2.0,55.0,2
6092,Other,1350.0,3.0,81.0,3
6093,Whitefield,1836.0,3.0,125.0,3
6094,Other,826.0,2.0,36.0,2
6095,Hormavu,1200.0,2.0,68.0,2
6096,6th Phase JP Nagar,1460.0,2.0,80.0,2
6097,BTM 2nd Stage,965.0,2.0,56.0,2
6098,Kothannur,2000.0,4.0,95.0,4
6099,Bhoganhalli,1395.0,2.0,70.0,3
6100,Sarjapur  Road,1660.0,3.0,116.0,3
6101,Other,935.0,2.0,35.0,2
6102,Other,1180.0,2.0,39.0,2
6103,Electronic City,1090.0,2.0,31.48,2
6104,Kanakpura Road,1204.0,2.0,82.0,2
6105,Haralur Road,1056.0,2.0,65.0,2
6106,Hebbal,985.0,2.0,62.0,2
6107,Banashankari Stage V,1315.0,2.0,49.0,3
6108,KR Puram,734.0,2.0,22.0,2
6109,Kammanahalli,2900.0,4.0,200.0,4
6110,Singasandra,600.0,1.0,45.0,1
6111,Other,2200.0,3.0,115.0,4
6112,Attibele,656.0,2.0,25.0,2
6113,Attibele,400.0,1.0,11.5,1
6114,Yeshwanthpur,666.0,1.0,36.8,1
6115,7th Phase JP Nagar,1174.0,2.0,47.0,2
6116,Budigere,1153.0,2.0,56.7,2
6117,Narayanapura,2400.0,5.0,85.0,5
6118,Marathahalli,957.0,2.0,47.0,2
6119,Sarjapur  Road,1060.0,2.0,50.0,2
6120,Banashankari,1000.0,2.0,50.0,2
6121,Kanakpura Road,1843.0,3.0,88.0,3
6122,Kanakpura Road,1150.0,2.0,40.25,3
6123,Kanakpura Road,1703.0,3.0,130.0,3
6124,Kaval Byrasandra,1125.0,2.0,41.5,2
6125,Battarahalli,1516.0,3.0,65.0,3
6126,Brookefield,1130.0,2.0,56.0,2
6127,Hosa Road,1512.0,3.0,103.0,3
6128,Thanisandra,1491.0,3.0,88.0,3
6129,Cox Town,1250.0,2.0,95.0,2
6130,Banashankari,1650.0,3.0,90.75,3
6131,Raja Rajeshwari Nagar,1140.0,2.0,48.7,2
6132,Thanisandra,1881.0,3.0,95.0,3
6133,Kanakpura Road,1100.0,3.0,56.57,3
6134,Other,1500.0,2.0,50.0,2
6135,Whitefield,1197.0,2.0,50.0,2
6136,Other,2400.0,4.0,170.0,6
6137,Gollarapalya Hosahalli,1345.0,3.0,60.0,3
6138,Banashankari Stage II,1260.0,2.0,95.0,3
6139,9th Phase JP Nagar,1200.0,2.0,80.0,2
6140,Other,1650.0,3.0,52.0,3
6141,Other,600.0,1.0,45.0,1
6142,Uttarahalli,1025.0,2.0,35.88,2
6143,Hennur Road,973.0,2.0,56.0,2
6144,Balagere,1007.0,2.0,75.0,2
6145,Hosa Road,1107.5,1.0,39.99,1
6146,Sarjapur  Road,1830.0,3.0,119.0,3
6147,Nagavara,1077.0,2.0,50.0,2
6148,Other,672.0,1.0,27.0,1
6149,Other,1280.0,3.0,87.0,3
6150,Electronics City Phase 1,865.0,2.0,40.0,2
6151,Kalena Agrahara,1000.0,2.0,33.0,2
6152,CV Raman Nagar,1285.0,2.0,65.0,2
6153,Thanisandra,662.0,1.0,29.0,1
6154,Other,1850.0,3.0,95.0,3
6155,Harlur,1754.0,3.0,132.0,3
6156,Other,1567.0,3.0,100.0,3
6157,Hoskote,1695.0,3.0,50.0,3
6158,Bellandur,1150.0,2.0,69.44,2
6159,Akshaya Nagar,1690.0,3.0,85.0,3
6160,Karuna Nagar,1057.0,2.0,65.0,2
6161,Hebbal,1320.0,2.0,91.0,2
6162,Bhoganhalli,2119.0,4.0,111.0,4
6163,Other,1125.0,2.0,48.0,2
6164,Kanakpura Road,2254.0,3.0,170.0,3
6165,Balagere,645.0,1.0,34.18,1
6166,Rachenahalli,1050.0,2.0,52.08,2
6167,Panathur,1040.0,2.0,41.6,2
6168,1st Block Jayanagar,1760.0,3.0,115.0,3
